0.202667
70.000000	0.202667	0.421333
68.000000	0.421333	0.640000
70.000000	0.640000	0.858667
65.000000	0.858667	0.992000
46.000000	0.992000	1.077333
61.000000	1.077333	1.184000
65.000000	1.184000	1.296000
49.000000	1.296000	1.402667
58.000000	1.402667	1.520000
46.000000	1.520000	1.621333
46.000000	1.621333	1.845333
46.000000	1.845333	1.946667
70.000000	1.946667	2.160000
68.000000	2.160000	2.378667
70.000000	2.378667	2.597333
65.000000	2.597333	2.816000
61.000000	2.816000	2.922667
65.000000	2.922667	3.040000
49.000000	3.040000	3.141333
58.000000	3.141333	3.258667
46.000000	3.258667	3.360000
46.000000	3.360000	3.477333
46.000000	3.477333	3.584000
46.000000	3.584000	3.685333
70.000000	3.685333	3.898667
72.000000	3.898667	4.117333
73.000000	4.117333	4.250667
73.000000	4.250667	4.336000
72.000000	4.336000	4.442667
73.000000	4.442667	4.554667
73.000000	4.554667	4.661334
73.000000	4.661334	4.778666
72.000000	4.778666	4.880000
70.000000	4.880000	4.986667
72.000000	4.986667	5.098667
72.000000	5.098667	5.205333
70.000000	5.205333	5.312000
72.000000	5.312000	5.424000
72.000000	5.424000	5.530667
72.000000	5.530667	5.648000
71.000000	5.648000	5.749333
68.000000	5.749333	5.856000
70.000000	5.856000	5.968000
71.000000	5.968000	6.074667
68.000000	6.074667	6.181334
70.000000	6.181334	6.293334
70.000000	6.293334	6.400000
70.000000	6.400000	6.517334
69.000000	6.517334	6.618667
66.000000	6.618667	6.725333
70.000000	6.725333	6.837333
70.000000	6.837333	6.944000
70.000000	6.944000	7.061333
51.000000	7.061333	7.157333
70.000000	7.157333	7.280000
70.000000	7.280000	7.376000
68.000000	7.376000	7.594666
70.000000	7.594666	7.813334
65.000000	7.813334	8.032000
61.000000	8.032000	8.138667
65.000000	8.138667	8.250667
49.000000	8.250667	8.357333
58.000000	8.357333	8.474667
54.000000	8.474667	8.576000
46.000000	8.576000	8.693334
53.000000	8.693334	8.800000
46.000000	8.800000	8.896000
70.000000	8.896000	9.114667
68.000000	9.114667	9.333333
70.000000	9.333333	9.552000
65.000000	9.552000	9.770667
61.000000	9.770667	9.877334
65.000000	9.877334	9.989333
53.000000	9.989333	10.096000
58.000000	10.096000	10.213333
49.000000	10.213333	10.314667
58.000000	10.314667	10.538667
58.000000	10.538667	10.634666
70.000000	10.634666	10.853333
72.000000	10.853333	11.072000
73.000000	11.072000	11.242666
73.000000	11.242666	11.290667
72.000000	11.290667	11.397333
73.000000	11.397333	11.509334
73.000000	11.509334	11.616000
73.000000	11.616000	11.733334
73.000000	11.733334	11.834666
70.000000	11.834666	11.941334
72.000000	11.941334	12.053333
72.000000	12.053333	12.160000
70.000000	12.160000	12.266666
72.000000	12.266666	12.378667
71.000000	12.378667	12.485333
72.000000	12.485333	12.602667
72.000000	12.602667	12.704000
68.000000	12.704000	12.810667
70.000000	12.810667	12.928000
71.000000	12.928000	13.029333
68.000000	13.029333	13.136000
70.000000	13.136000	13.248000
70.000000	13.248000	13.354667
70.000000	13.354667	13.472000
69.000000	13.472000	13.573334
72.000000	13.573334	13.680000
73.000000	13.680000	13.792000
71.000000	13.792000	13.898666
72.000000	13.898666	14.016000
72.000000	14.016000	14.117333
77.000000	14.117333	14.330667
75.000000	14.330667	14.549334
77.000000	14.549334	14.768000
73.000000	14.768000	14.901334
49.000000	14.901334	14.986667
68.000000	14.986667	15.093333
73.000000	15.093333	15.205334
61.000000	15.205334	15.312000
65.000000	15.312000	15.429334
67.000000	15.429334	15.530666
74.000000	15.530666	15.754666
65.000000	15.754666	15.856000
77.000000	15.856000	16.069334
75.000000	16.069334	16.288000
77.000000	16.288000	16.506666
73.000000	16.506666	16.639999
49.000000	16.639999	16.725334
68.000000	16.725334	16.832001
73.000000	16.832001	16.944000
49.000000	16.944000	17.050667
65.000000	17.050667	17.167999
66.000000	17.167999	17.269333
66.000000	17.269333	17.493334
65.000000	17.493334	17.594667
77.000000	17.594667	17.808001
79.000000	17.808001	18.026667
80.000000	18.026667	18.245333
79.000000	18.245333	18.351999
80.000000	18.351999	18.469334
80.000000	18.469334	18.570667
80.000000	18.570667	18.688000
79.000000	18.688000	18.789333
77.000000	18.789333	18.896000
79.000000	18.896000	19.007999
79.000000	19.007999	19.114666
77.000000	19.114666	19.221333
79.000000	19.221333	19.338667
79.000000	19.338667	19.440001
