0.133515
85.597618	0.133515	0.238005
73.613136	0.238005	0.354104
66.546982	0.354104	0.452789
66.593590	0.452789	0.563084
66.686417	0.563084	0.667574
66.593590	0.667574	0.777869
85.550972	0.777869	0.882358
66.546982	0.882358	0.992653
66.546982	0.992653	1.097143
66.640068	1.097143	1.207438
78.570305	1.207438	1.311927
66.593590	1.311927	1.422222
85.566536	1.422222	1.526712
66.546982	1.526712	1.637007
66.593590	1.637007	1.741497
66.546982	1.741497	1.851791
67.544312	1.851791	1.956281
74.607849	1.956281	2.066576
66.640068	2.066576	2.171066
66.686417	2.171066	2.281361
85.613136	2.281361	2.385850
66.593590	2.385850	2.496145
66.593590	2.496145	2.600635
66.593590	2.600635	2.710930
78.523643	2.710930	2.809614
66.593590	2.809614	2.925714
85.566536	2.925714	3.024399
66.593590	3.024399	3.140499
66.593590	3.140499	3.239184
66.546982	3.239184	3.355283
66.546982	3.355283	3.453968
66.546982	3.453968	3.570068
66.546982	3.570068	3.668753
66.546982	3.668753	3.784853
66.546982	3.784853	3.883538
66.593590	3.883538	3.999637
86.578537	3.999637	4.098322
67.500198	4.098322	4.214422
66.640068	4.214422	4.313107
66.732651	4.313107	4.423401
85.582092	4.423401	4.527891
66.640068	4.527891	4.638186
66.593590	4.638186	4.742676
66.640068	4.742676	4.852971
66.593590	4.852971	4.957460
66.593590	4.957460	5.067755
85.566536	5.067755	5.172245
66.546982	5.172245	5.282540
78.476852	5.282540	5.387030
66.593590	5.387030	5.497324
66.546982	5.497324	5.601814
66.546982	5.601814	5.712109
85.550972	5.712109	5.816598
66.546982	5.816598	5.926893
66.686417	5.926893	6.031383
66.593590	6.031383	6.141678
67.544312	6.141678	6.246168
74.578537	6.246168	6.356462
66.593590	6.356462	6.460952
66.686417	6.460952	6.571247
66.546982	6.571247	6.669932
66.593590	6.669932	6.786032
78.570305	6.786032	6.884717
66.593590	6.884717	7.000816
66.640068	7.000816	7.099501
66.593590	7.099501	7.209796
66.546982	7.209796	7.314286
66.546982	7.314286	7.424581
66.640068	7.424581	7.529070
66.593590	7.529070	7.645170
66.546982	7.645170	7.743855
66.593590	7.743855	7.859955
85.597618	7.859955	8.068934
78.570305	8.068934	8.173424
66.593590	8.173424	8.289524
86.593201	8.289524	8.388208
74.578537	8.388208	8.498504
66.640068	8.498504	8.602993
66.732651	8.602993	8.713288
78.616844	8.713288	8.928073
59.574043	8.928073	9.142858
47.433857	9.142858	9.357642
59.574043	9.357642	9.572426
47.433857	9.572426	9.781405
47.574043	9.781405	10.001995
66.593590	10.001995	10.315465
47.574043	10.315465	10.431564
67.588303	10.431564	10.640544
47.574043	10.640544	10.745034
47.574043	10.745034	10.861134
66.593590	10.861134	11.070113
47.574043	11.070113	11.284898
47.433857	11.284898	11.505487
66.593590	11.505487	11.714467
47.574043	11.714467	11.929252
47.433857	11.929252	12.144036
66.593590	12.144036	12.358821
47.574043	12.358821	12.573606
67.588303	12.573606	12.782585
59.713093	12.782585	12.887074
70.970261	12.887074	13.003175
59.574043	13.003175	13.217959
47.433857	13.217959	13.647529
59.574043	13.647529	14.071293
47.574043	14.071293	14.291883
54.593590	14.291883	14.500862
47.574043	14.500862	14.605351
47.574043	14.605351	14.715646
60.524757	14.715646	14.930430
52.519547	14.930430	15.151020
78.640060	15.151020	15.574784
47.574043	15.574784	15.789569
54.593590	15.789569	16.004354
71.851044	16.004354	16.213333
47.574043	16.213333	16.433924
54.593590	16.433924	16.648708
54.500263	16.648708	16.863493
55.500202	16.863493	17.072472
35.292530	17.072472	17.176962
54.500263	17.176962	17.293060
54.593590	17.293060	17.937414
59.574043	17.937414	18.575964
54.593590	18.575964	19.005533
60.590714	19.005533	19.435102
66.640068	19.435102	20.079456
66.593590	20.079456	20.723810
66.593590	20.723810	21.153379
67.588303	21.153379	21.582949
59.574043	21.582949	22.221497
59.574043	22.221497	22.865850
59.574043	22.865850	23.289614
67.632187	23.289614	23.724989
66.593590	23.724989	24.369343
59.574043	24.369343	24.798912
71.539101	24.798912	25.013697
59.574043	25.013697	25.443266
55.588303	25.443266	25.867029
54.593590	25.867029	26.186304
59.504089	26.186304	26.290794
59.574043	26.290794	26.401089
59.574043	26.401089	26.511383
78.616844	26.511383	26.726168
71.643715	26.726168	26.940952
59.574043	26.940952	27.045443
59.574043	27.045443	27.155737
78.616844	27.155737	27.364717
71.608902	27.364717	27.475012
59.574043	27.475012	27.585306
79.588303	27.585306	27.794285
59.643707	27.794285	27.898775
71.433853	27.898775	28.014875
78.616844	28.014875	28.223854
71.643715	28.223854	28.438639
59.574043	28.438639	28.543129
59.574043	28.543129	28.659229
78.616844	28.659229	28.688253
